Date,EUR/USD Close,Gold USD Close,TSLA Open,TSLA High,TSLA Low,TSLA Close,TSLA Volume,EMA_25,EMA_50,EMA_100,EMA_200,EMA_300,Bollinger_up,Bollinger_mid,Bollinger_low,RSI,MACD,MACD_Signal
2024-04-06,1.0837054252624512,2325.699951171875,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700.0,173.29031806938704,179.9392855664638,192.8001864259445,207.0715163920953,212.93524975007847,180.54568107155623,172.52600021362304,164.50631935568984,37.02903062781148,-3.1337787509698956,-2.762088292822708
2024-04-05,1.0837054252624512,2325.699951171875,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700.0,173.98951175046227,180.5531342060548,193.3638266790649,207.4953507890361,213.25655580929984,180.7485514746407,172.45950088500976,164.17045029537883,37.02903062781147,-2.824942315150821,-2.6691656782859114
2024-04-04,1.0838346481323242,2288.800048828125,170.07000732421875,177.19000244140625,168.00999450683594,171.11000061035156,123162000.0,174.74697157162709,181.19203789215973,193.93885360396553,207.92344482815724,213.58001107293072,180.94087035547088,172.39300155639648,163.8451327573221,43.90338066577236,-2.389664648848651,-2.630221519069684
2024-04-03,1.076855182647705,2294.39990234375,164.02000427246094,168.82000732421875,163.27999877929688,168.3800048828125,82950100.0,175.05005248506671,181.6035496179478,194.40004255333147,208.2934291921553,213.86409141047307,181.38282489550832,172.01600189208983,162.64917888867134,39.30359629328788,-2.431624898015315,-2.690360736624942
2024-04-02,1.0737217664718628,2261.0,164.75,167.69000244140625,163.42999267578125,166.6300048828125,116650600.0,175.60588978525456,182.14328613774924,194.92569988000864,208.69456913496276,214.16833279192898,181.8639142957137,171.7220016479492,161.58008900018473,36.18910577673671,-2.1718491434492933,-2.755044696277349
2024-04-01,1.0792726278305054,2236.5,176.1699981689453,176.75,170.2100067138672,175.22000122070312,81562100.0,176.3538801937914,182.77648129101198,195.4973300819722,209.11732857468286,214.48631491841135,181.7940933054213,171.86450119018554,161.93490907494976,47.23690371531982,-1.6305084655348594,-2.9008435844843627
2024-03-31,1.0794472694396973,2217.39990234375,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800.0,176.44837010821544,183.08490904898377,195.90697308927056,209.45800523150677,214.74896584615522,182.11624654591026,171.98050079345703,161.8447550410038,48.142463926950526,-1.790462231537873,-3.2184273642217387
2024-03-30,1.0794472694396973,2217.39990234375,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800.0,176.503234843389,183.3826607127736,196.3133767216572,209.79637721085726,215.00956098033598,182.39916030126807,172.07950134277343,161.75984238427878,48.142463926950526,-2.0266138707121684,-3.575418647392705
2024-03-29,1.0794472694396973,2217.39990234375,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800.0,176.56267163982702,183.6925655056977,196.72799052843547,210.13814991361832,215.27189922578216,182.34611960515943,172.05700149536133,161.76788338556324,48.142463926950526,-2.2985512156842844,-3.9626198415628395
2024-03-28,1.0813382863998413,2217.39990234375,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800.0,176.62706150263486,184.0151194738432,197.1509803717143,210.48335751791467,215.5359922421009,182.2927905886094,172.0345016479492,161.77621270728903,48.142463926950526,-2.612208681947834,-4.378636998032478
2024-03-27,1.0832358598709106,2190.60009765625,181.41000366210935,181.91000366210935,176.0,179.8300018310547,81804000.0,176.69681718734336,184.35083891007628,197.5825154643523,210.83203454536977,215.80185176688997,182.239170644243,172.01200180053712,161.78483295683125,53.55236473878956,-2.974553903514078,-4.820244077053639
2024-03-26,1.0838228464126587,2175.60009765625,178.5800018310547,184.25,177.3800048828125,177.6699981689453,113186200.0,176.43571846703406,184.5353628724853,197.94115210340883,211.1436127636041,216.0424661477317,182.0113025172251,171.9530014038086,161.8947002903921,50.807992245045554,-3.8051182541086632,-5.2816666204385285
2024-03-25,1.0807539224624634,2174.800048828125,168.75999450683594,175.24000549316406,168.72999572753906,172.6300048828125,74228600.0,176.3328618252081,184.81558183997674,198.3506703647111,211.48003100073635,216.29913817434564,181.83772546460233,171.89650115966796,161.9552768547336,43.585997840285934,-4.58994556866574,-5.650803712020995
2024-03-24,1.0862362384796145,2158.10009765625,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,75454700.0,176.6414332370744,185.31295232802427,198.8702797683858,211.87048352453456,216.59123940037597,182.96521495616489,172.30200119018554,161.63878742420619,40.69874313765539,-5.011744816386312,-5.9160182478598085
2024-03-23,1.0862362384796145,2158.10009765625,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,75454700.0,177.12571918757607,185.90409316463527,199.43675002974604,212.28295067723286,216.89733463495338,185.83410474213775,173.16750106811523,160.5008973940927,40.69874313765539,-5.293942893605049,-6.142086605728183
2024-03-22,1.0862362384796145,2158.10009765625,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,75454700.0,177.65036230061952,186.51936219865897,200.0146641347701,212.69956322845073,217.20547732929384,192.72900370365105,174.75800094604492,156.7869981884388,40.6987431376554,-5.577127451893631,-6.354122533758966
2024-03-21,1.0937210321426392,2182.39990234375,176.38999938964844,178.17999267578125,171.8000030517578,172.82000732421875,73178000.0,178.21872567308327,187.15974425447956,200.6042532722189,213.12036284048486,217.5156811787804,197.91777324330897,176.3485008239746,154.77922840464024,42.630002156352866,-5.857452070627147,-6.5483713042253004
2024-03-20,1.0863306522369385,2157.89990234375,173.0,176.25,170.82000732421875,175.66000366210938,83846700.0,178.66861886882197,187.74503963938818,201.1655511701583,213.5253915391408,217.81464889687112,202.17259968570107,177.8395004272461,153.50640116879111,45.49062254045382,-6.332667658632772,-6.721101112624839
2024-03-19,1.087393879890442,2156.300048828125,172.36000061035156,172.82000732421875,167.4199981689453,171.32000732421875,77271400.0,178.9193368027147,188.238306413971,201.68081475617947,213.90594820122152,218.09661976800666,205.60544264560747,179.15050048828124,152.695558330955,39.75394574227468,-7.136267288510538,-6.818209476122856
2024-03-18,1.0882576704025269,2160.699951171875,170.02000427246094,174.72000122070312,165.89999389648438,173.8000030517578,108214400.0,179.55261425925602,188.9288492339609,202.2941644012696,214.33394760702055,218.40950680776444,208.66772993522085,180.68649978637694,152.70526963753304,42.105212537018154,-7.616261846590959,-6.738695023025936
2024-03-17,1.0883406400680542,2157.300048828125,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,96971900.0,180.03199852654754,189.54635315976512,202.86980402449205,214.7413239342091,218.70789813723607,210.95318712266294,181.982999420166,153.01281171766908,25.14747236806885,-8.370636111576232,-6.51930331713468
2024-03-16,1.0883406400680542,2157.300048828125,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,96971900.0,181.4038311267416,190.6066121734609,203.66373931136627,215.25560852325424,219.07671346040007,212.39785599199507,183.7744987487793,155.15114150556354,25.147472368068847,-8.170137719548734,-6.056470118524293
2024-03-15,1.0883406400680542,2157.300048828125,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,96971900.0,182.8899831102852,191.71014706526668,204.47371369494502,215.7750618016365,219.44799577569225,212.4528905595739,185.19449844360352,157.93610632763315,25.147472368068847,-7.795390495985629,-5.528053218268182
2024-03-14,1.0955302715301514,2163.0,167.77000427246094,171.1699981689453,160.50999450683594,162.5,126325700.0,184.49998109245738,192.85872419755435,205.30005119738394,216.2997357159824,219.8217615847322,212.12159731800548,186.61449813842773,161.10739895884998,23.2652192855886,-7.203689268878037,-4.96121889883882
2024-03-13,1.0927767753601074,2175.39990234375,173.0500030517578,176.0500030517578,169.14999389648438,169.47999572753906,106524500.0,186.33331285016214,194.09785579745454,206.16469869632098,216.84043657744957,220.20518473914512,211.1392840073419,188.0879981994629,165.0367123915839,27.445738125294948,-6.234736203902003,-4.4006013063290155
2024-03-12,1.093135118484497,2160.39990234375,177.77000427246094,179.42999267578125,172.41000366210938,177.5399932861328,87391700.0,187.73775594371406,195.10266641255313,206.90580380680143,217.31642090759942,220.54448366229968,211.20290852727112,189.4844985961914,167.76608866511168,33.995762034869124,-5.618003148443449,-3.942067581935769
2024-03-11,1.0942955017089844,2182.5,175.4499969482422,182.8699951171875,174.8000030517578,177.77000427246094,85391500.0,188.5875694985125,195.8195102136315,207.49905250418868,217.71618399927246,220.83213911632086,211.45935202416885,190.34599914550782,169.23264626684679,34.21212203312599,-5.569765390555858,-3.523083690308849
2024-03-10,1.0950144529342651,2178.60009765625,181.5,182.72999572753903,174.6999969482422,175.33999633789062,85315300.0,189.48903326735012,196.55622474184256,208.09963933715287,218.11765314225548,221.12018015206576,211.4904443528521,191.14549865722657,170.80055296160103,29.83114467601708,-5.450601001597363,-3.0114132652470964
2024-03-09,1.0950144529342651,2178.60009765625,181.5,182.72999572753903,174.6999969482422,175.33999633789062,85315300.0,190.66811967813842,197.42219324812632,208.76145030683494,218.54757934129432,221.42640211737796,211.69959440323052,192.37599868774413,173.05240297225774,29.83114467601708,-4.9718034499653925,-2.4016163311595298
2024-03-08,1.0950144529342651,2178.60009765625,181.5,182.72999572753903,174.6999969482422,175.33999633789062,85315300.0,191.94546328982574,198.3235074077278,209.43663119509645,218.98182640665516,221.73467239015045,211.51663117986806,193.60649871826172,175.69636625665538,29.83114467601708,-4.288366524792025,-1.7590695514580639
2024-03-07,1.089953899383545,2158.0,174.35000610351562,180.0399932861328,173.6999969482422,178.64999389648438,102129000.0,193.329252202487,199.2616099003742,210.12545210130264,219.42043776413018,222.04500467143646,210.83797670664725,194.8369987487793,178.83602079091136,32.167322953235725,-3.353676245391938,-1.1267453081245735
2024-03-06,1.0855995416641235,2150.300048828125,179.99000549316406,181.5800018310547,173.6999969482422,176.5399932861328,107920900.0,194.55252372798722,200.10290034951257,210.76131994382422,219.83019096883015,222.33527230203813,210.1960227997681,195.9019989013672,181.6079750029663,28.870019027715248,-2.448908749354217,-0.5700125738077325
2024-03-05,1.0855170488357544,2133.5,183.0500030517578,184.58999633789065,177.57000732421875,180.7400054931641,119660800.0,196.0535679314751,201.06465165822195,211.45265987630285,220.26526833247536,222.64159523859936,208.4006686140721,197.09749908447264,185.7943295548732,31.719960554431616,-1.0436395013669255,-0.10028852992111129
2024-03-04,1.084269404411316,2117.699951171875,198.72999572753903,199.75,186.72000122070312,188.13999938964844,134334900.0,197.3296981346677,201.8942290527141,212.07311754060868,220.662507154981,222.92187343087653,206.8599149159382,197.49599914550782,188.13208337507746,37.82961967324672,0.33753767045902805,0.13554921294034225
2024-03-03,1.0804970264434814,2086.89990234375,200.5200042724609,204.5200042724609,198.5,202.63999938964844,82099200.0,198.0955063634193,202.45562618181884,212.55661487699172,220.98936652950695,223.1545281067376,207.60148406623125,197.28999938964844,186.97851471306564,58.24047519345443,1.342058425104483,0.08505209856067081
2024-03-02,1.0804970264434814,2086.89990234375,200.5200042724609,204.5200042724609,198.5,202.63999938964844,82099200.0,197.71679861123354,202.44810074476456,212.7569505434027,221.17378227965628,223.2917490346111,207.3012550728348,196.56449966430665,185.8277442557785,58.24047519345442,1.1283077021231804,-0.22919948307528226
2024-03-01,1.0804970264434814,2086.89990234375,200.5200042724609,204.5200042724609,198.5,202.63999938964844,82099200.0,197.30653187969898,202.4402681470142,212.9613333949937,221.36005145443022,223.4298878282229,206.5449028128517,196.11100006103516,185.67709730921862,58.24047519345442,0.8390723036688996,-0.568576279374898
2024-02-29,1.0838816165924072,2045.699951171875,204.17999267578125,205.27999877929688,198.4499969482422,201.8800048828125,85907000.0,196.86207625386984,202.43211585139647,213.16984519308147,221.54819268121196,223.56895062714312,205.69789096036928,195.65750045776366,185.61710995515804,57.27304513656238,0.45769807067929946,-0.9204884251358474
2024-02-28,1.084481120109558,2033.0,200.4199981689453,205.3000030517578,198.44000244140625,202.0399932861328,99806200.0,196.4439155347913,202.45465099297132,213.3979227751071,221.7458629103416,223.71402718730587,204.89842300758158,195.24200057983398,185.58557815208638,57.53358780289305,0.04164970024055492,-1.265035049089634
2024-02-27,1.0850930213928225,2034.0,204.0399932861328,205.6000061035156,198.25999450683597,199.72999572753903,108645400.0,195.97757572217952,202.47157579733206,213.62737589609648,221.94391185128842,223.85900400269833,204.0468650871687,194.61800079345704,185.1891364997454,54.775279521685604,-0.5062748529155385,-1.5917062364221812
2024-02-26,1.0820051431655884,2028.5,192.2899932861328,201.77999877929688,192.0,199.3999938964844,111747100.0,195.66487405506624,202.58347702467054,213.90813105101682,222.16716728971807,224.0204020513616,203.60776350986973,194.0105010986328,184.41323868739588,54.382226205189255,-0.9630620787537509,-1.8630640822988418
2024-02-25,1.0825674533843994,2038.5999755859373,195.30999755859372,197.57000732421875,191.5,191.97000122070312,78841900.0,195.3536140682814,202.71341511153528,214.20122473090638,222.39598310271538,224.18508705574206,203.30212986082964,193.29550170898438,183.2888735571391,44.25276748706629,-1.4984803212434201,-2.0880645831851146
2024-02-24,1.0825674533843994,2038.5999755859373,195.30999755859372,197.57000732421875,191.5,191.97000122070312,78841900.0,195.6355818055796,203.151921800957,214.65034035737511,222.70177186534866,224.40057257972225,204.08721667000455,192.7500015258789,181.41278638175325,44.252767487066286,-1.403564273632611,-2.2354606486705384
2024-02-23,1.0825674533843994,2038.5999755859373,195.30999755859372,197.57000732421875,191.5,191.97000122070312,78841900.0,195.9410468543193,203.60832672260003,215.10852902680284,223.01063388187777,224.61749947844478,204.07657437166563,192.54700164794923,181.01742892423283,44.252767487066286,-1.2620014016110588,-2.4434347424300205
2024-02-22,1.082040309906006,2019.699951171875,194.0,198.32000732421875,191.3600006103516,197.41000366210935,92739500.0,196.27196732378732,204.083360416555,215.57597403298666,223.3226000392765,224.8358773932123,204.0487006365114,192.34400177001953,180.63930290352766,50.875154396569236,-1.0629593154801569,-2.738793077634761
2024-02-21,1.0813149213790894,2022.300048828125,193.3600006103516,199.44000244140625,191.9499969482422,194.7700042724609,103844000.0,196.1771309622605,204.35574232489972,215.94296333340844,223.58302814356963,225.019328053621,203.48350427186108,191.86900177001954,180.254499268178,47.32279509261036,-1.347339165900138,-3.157751518173412
2024-02-20,1.0775396823883057,2027.5,196.1300048828125,198.6000061035156,189.1300048828125,193.75999450683597,104545800.0,196.29439151974378,204.74699693928497,216.37069988009426,223.8726062729275,225.2216646675418,203.1784592096028,191.57350158691406,179.96854396422532,45.933872589624066,-1.4219136674407196,-3.61035460624173
2024-02-19,1.0784927606582642,2011.5,202.05999755859372,203.1699981689453,197.3999938964844,199.9499969482422,111173600.0,196.50559127081942,205.19544601816045,216.82748180682677,224.17524558715957,225.432110621794,202.95341857737455,191.2500015258789,179.54658447438325,54.04302593596122,-1.3935781108352217,-4.157464840941983
2024-02-18,1.0773887634277344,2011.5,202.05999755859372,203.1699981689453,197.3999938964844,199.9499969482422,111173600.0,196.21855746436754,205.40954598019795,217.1684410968992,224.41871542272656,225.60255954268735,201.83909965081395,190.83200149536134,179.82490333990873,54.04302593596123,-1.967396203735234,-4.848436523468673
2024-02-17,1.0773887634277344,2011.5,202.05999755859372,203.1699981689453,197.3999938964844,199.9499969482422,111173600.0,195.90760417404465,205.63238471619613,217.5162884534377,224.66463219131435,225.77414859014183,200.56515354255828,190.3810012817383,180.1968490209183,54.04302593596123,-2.6711800793459872,-5.568696603402033
2024-02-16,1.0773887634277344,2011.5,202.05999755859372,203.1699981689453,197.3999938964844,199.9499969482422,111173600.0,195.57073810952818,205.8643189108065,217.87116302930025,224.9130204852146,225.9468853904221,199.17850674363058,189.54600143432617,179.91349612502177,54.04302593596122,-3.5306106976078127,-6.293075734416044
2024-02-15,1.073214769363403,2002.0999755859373,189.16000366210935,200.8800048828125,188.8600006103516,200.4499969482422,120831800.0,195.20579987296867,206.1057198072377,218.23320678851354,225.16390514387763,226.12077762080457,197.44458972894188,188.71100158691405,179.97741344488622,54.62212315497922,-4.57620234931494,-6.983691993618103
2024-02-14,1.070893168449402,1990.300048828125,185.3000030517578,188.88999938964844,183.3500061035156,188.7100067138672,81203000.0,194.76878345002922,206.3365656382171,218.59246355296347,225.41228613076845,226.29248852831336,195.04272393464856,187.85100173950195,180.65927954435534,40.78870815076495,-5.895103659685674,-7.585564404693893
2024-02-13,1.0772264003753662,1992.9000244140625,183.9900054931641,187.25999450683597,182.1100006103516,184.0200042724609,86759500.0,195.27368151137605,207.05601702288445,219.19614954971289,225.78115326058656,226.54387636653706,195.07397897193582,187.54700164794923,180.02002432396264,33.23902835143045,-6.297409909645239,-8.008179590945948
2024-02-12,1.0798202753067017,2018.199951171875,192.1100006103516,194.72999572753903,187.27999877929688,188.1300048828125,95498600.0,196.21148794795232,207.9962624412691,219.90677874723312,226.20086330066823,226.82831698255094,200.17333577558085,188.7375015258789,177.30166727617697,37.086979941448305,-6.2417727668737655,-8.435872011271126
2024-02-11,1.077725529670715,2023.300048828125,190.17999267578125,194.1199951171875,189.47999572753903,193.57000732421875,84476300.0,196.8849448700473,208.8071300967163,220.54873377479717,226.58348499331,227.08716856850236,204.26359034724177,189.7880012512207,175.3124121551996,43.23919328487568,-6.498442908363074,-8.984396822370467
2024-02-10,1.077725529670715,2023.300048828125,190.17999267578125,194.1199951171875,189.47999572753903,193.57000732421875,84476300.0,197.16118966553302,209.42905347518558,221.09375855157654,226.915278738728,227.31136362699255,207.18241059917835,190.54950103759765,173.91659147601695,43.23919328487567,-7.285415695230995,-9.605885300872314
2024-02-09,1.077725529670715,2023.300048828125,190.17999267578125,194.1199951171875,189.47999572753903,193.57000732421875,84476300.0,197.46045486064253,210.0763614813475,221.649793929907,227.25040709465273,227.537058317981,210.58610747993114,191.48050079345703,172.3748941069829,43.23919328487567,-8.183909460357228,-10.186002702282645
2024-02-08,1.077574610710144,2032.199951171875,189.0,191.6199951171875,185.5800018310547,189.55999755859372,83034000.0,197.78465882201118,210.7500902224548,222.21706234618352,227.58890357475758,227.76426267245432,213.541115994692,192.4115005493164,171.2818851039408,37.07894527015136,-9.211675546604056,-10.686526012763998
2024-02-07,1.075719952583313,2035.199951171875,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200.0,198.47004726062931,211.61499196383687,222.8768010287611,227.97110363522154,228.01980959629284,216.30153965730642,193.54300079345703,170.78446192960763,33.78401185955872,-9.981198894417588,-11.055238629303984
2024-02-06,1.0741831064224243,2034.5,177.2100067138672,186.4900054931641,177.11000061035156,185.1000061035156,122676000.0,199.3775510464272,212.59601196925655,223.58986767921982,228.37704435687147,228.2903099826824,218.67836595587858,194.75800094604492,170.83763593621126,29.489577581239836,-10.616609873085906,-11.323748563025584
2024-02-05,1.0780043601989746,2025.699951171875,184.25999450683597,184.67999267578125,175.00999450683594,181.05999755859372,134294400.0,200.5673464583365,213.71829792296026,224.36744064034517,228.81198946494538,228.5792083363892,221.3945991547223,196.28050079345704,171.16640243219177,21.81972615405772,-11.020693268173687,-11.500533235510503
2024-02-04,1.0874648094177246,2036.0999755859373,185.0399932861328,188.69000244140625,182.0,187.91000366210935,110505100.0,202.19295886664838,215.05128977456707,225.24233848038054,229.29190898159214,228.89706258908348,224.31826205108018,198.2230010986328,172.12774014618543,26.32881683600303,-10.96480330215661,-11.620493227344706
2024-02-03,1.0874648094177246,2036.0999755859373,185.0399932861328,188.69000244140625,182.0,187.91000366210935,110505100.0,203.3832051336933,216.15909737099392,225.99652706256785,229.7078075275166,229.1712235183609,226.8924437882986,199.77200088500976,172.6515579817209,26.32881683600303,-11.43143450076687,-11.784415708641731
2024-02-02,1.0874648094177246,2036.0999755859373,185.0399932861328,188.69000244140625,182.0,187.91000366210935,110505100.0,204.67263858965865,217.3121216040096,226.76595177772862,230.1278859583247,229.44721830000807,229.08570847930787,201.3210006713867,173.55629286346556,26.32881683600303,-11.860750183345488,-11.872661010610447
2024-02-01,1.0803920030593872,2053.0,188.5,189.8800048828125,184.27999877929688,188.8600006103516,91843300.0,206.0695248336211,218.51220805061777,227.55092042652902,230.5521862829098,229.72505920059604,230.92431159424197,202.87000045776367,174.81568932128536,26.947160455337382,-12.236193106442641,-11.875638717426686
2024-01-31,1.08433997631073,2048.39990234375,187.0,193.97000122070312,185.8500061035156,187.2899932861328,103221400.0,207.50365185222688,219.72250223185313,228.3325551702902,230.97120322434253,229.99840407410937,232.48018978428405,204.37150039672852,176.262811009173,24.215845810992455,-12.634140772377606,-11.785500120172696
2024-01-30,1.0834470987319946,2031.5,195.3300018310547,196.3600006103516,190.6100006103516,191.58999633789065,109982300.0,209.18812339940138,221.04627810718864,229.1616978346166,231.4102103593999,230.28407906265772,235.007302193741,206.36800079345704,177.7286993931731,26.76038660003141,-12.7984420908341,-11.573339957121469
2024-01-29,1.0843517780303955,2025.199951171875,185.6300048828125,191.47999572753903,183.6699981689453,190.92999267578125,125013100.0,210.6546339878606,222.24857532226204,229.92072210727773,231.81041351539497,230.54290235847557,238.66230554118079,208.48550109863282,178.30869665608486,25.646856380902882,-13.259809653976333,-11.267064423693311
2024-01-28,1.0847046375274658,2016.800048828125,185.5,186.77999877929688,182.1000061035156,183.25,107343200.0,212.29835409720053,223.52688481803676,230.70841361094432,232.22127201629561,230.807871654012,241.82851459807324,210.6870018005371,179.54548900300097,11.030992598772544,-13.588612103096153,-10.768878116122556
2024-01-27,1.0847046375274658,2016.800048828125,185.5,186.77999877929688,182.1000061035156,183.25,107343200.0,214.71905027196723,225.17083930040562,231.66716944146845,232.71344560439908,231.125984507885,244.5902744342102,213.54700164794923,182.50372886168827,11.030992598772544,-13.028668162393615,-10.063944619379157
